asin,author,rank,title,year
0894805770,Arlene Eisenberg,98,What to Expect the First Year,2003
0393058506,Paul Krugman,99,The Great Unraveling: Losing Our Way in the New Century,2003
1582343497,Ben Schott,100,Schott's Original Miscellany,2003
0385504209,Dan Brown,1,The Da Vinci Code,2004
0446532681,Jon Stewart,2,America (The Book): A Citizen's Guide to Democracy Inaction,2004
0066620996,Jim Collins,3,Good to Great: Why Some Companies Make the Leap and Others Don't,2004
1579546463,Arthur Agatston,4,"THE SOUTH BEACH DIET The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",2004
0375414576,Bill Clinton,5,My Life,2004
1592400876,Lynne Truss,6,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",2004
0786868716,Mitch Albom,7,The Five People You Meet In Heaven,2004
0439784549,J. K. Rowling,8,Harry Potter and the Half-Blood Prince (Book 6),2004
0671027360,Dan Brown,9,Angels & Demons,2004
068987474X,Greg Behrendt,10,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,2004
0310205719,Rick Warren,11,The Purpose Driven Life,2004
0895260174,John E. O'Neill,12,Unfit For Command: Swift Boat Veterans Speak Out Against John Kerry,2004
0393326713,National Commission…,13,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States (Authorized Edition),2004
0743201140,Marcus Buckingham,14,"Now, Discover Your Strengths",2004
1579549586,Arthur Agatston,15,The South Beach Diet Good Fats/Good Carbs Guide: The Complete and Easy Reference for All Your Favorite Foods,2004
0399144463,Spencer Johnson,16,Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life,2004
0743260244,Richard Clarke,17,Against All Enemies: Inside America's War on Terror,2004
0060520612,Laura Schlessinger,18,The Proper Care and Feeding of Husbands,2004
1579549578,Arthur Agatston,19,The South Beach Diet Cookbook,2004
074325547X,Bob Woodward,20,Plan of Attack,2004
0609610570,Larry Bossidy,21,Execution: The Discipline of Getting Things Done,2004
0787960756,Patrick Lencioni,22,The Five Dysfunctions of a Team: A Leadership Fable,2004
0395389496,Chris Van Allsburg,23,The Polar Express,2004
0142001740,Sue Monk Kidd,24,The Secret Life of Bees,2004
0156027321,Yann Martel,25,Life of Pi,2004
0767914104,David Bach,26,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,2004
0446677450,Robert T. Kiyosaki,27,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",2004
0385337116,Ian Caldwell,28,The Rule of Four,2004
0671027387,Dan Brown,29,Deception Point,2004
0743236742,Dr. Phil McGraw,30,The Ultimate Weight Solution: The 7 Keys to Weight Loss Freedom,2004
1594480001,Khaled Hosseini,31,The Kite Runner,2004
0743228154,Bob Dylan,32,"Chronicles, Vol. 1",2004
0671708635,Stephen R. Covey,33,The 7 Habits of Highly Effective People,2004
1400032717,Mark Haddon,34,The Curious Incident of the Dog in the Night-Time,2004
0743490398,Dr. Phil McGraw,35,The Ultimate Weight Solution Food Guide,2004
0385510438,John Grisham,36,"The Last Juror (Grisham, John)",2004
0618509283,Philip Roth,37,The Plot Against America: A Novel,2004
0786866020,Stephen C. Lundin,38,Fish: A Proven Way to Boost Morale and Improve Results,2004
0761104844,Patricia Schultz,39,"1,000 Places to See Before You Die: A Traveler's Life List",2004
081297106X,Azar Nafisi,40,Reading Lolita in Tehran: A Memoir in Books,2004
1880418592,Stephen King,41,"Song of Susannah (The Dark Tower, Book 6)",2004
1401902154,Dr. Wayne W. Dyer,42,The Power of Intention,2004
0316143464,David Sedaris,43,Dress Your Family in Corduroy and Denim,2004
0312422156,Jeffrey Eugenides,44,Middlesex: A Novel,2004
044650016X,Nicholas Perricone,45,The Perricone Promise: Look Younger Live Longer in Three Easy Steps,2004
020530902X,William Strunk Jr.,46,"The Elements of Style, Fourth Edition",2004
1880418622,Stephen King,47,"The Dark Tower (The Dark Tower, Book 7)",2004
1582344167,Susanna Clarke,48,Jonathan Strange & Mr. Norrell,2004
0064410145,Lemony Snicket,49,"The Grim Grotto (A Series of Unfortunate Events, Book 11)",2004
0671723650,Dale Carnegie,50,How to Win Friends & Influence People,2004
0684852861,Marcus Buckingham,51,"First, Break All the Rules: What the World's Greatest Managers Do Differently",2004
0140157352,Roger Fisher,52,Getting to Yes: Negotiating Agreement Without Giving In,2004
0743255453,Ron Suskind,53,"The Price of Loyalty: George W. Bush, the White House, and the Education of Paul O'Neill",2004
0689835604,Karen Katz,54,Where Is Baby's Belly Button? A Lift-the-Flap Book,2004
1594200092,Ron Chernow,55,Alexander Hamilton,2004
0060731583,Tommy Franks,56,AMERICAN SOLDIER,2004
0743264932,Dr. Phil McGraw,57,Family First: Your Step-by-Step Plan for Creating a Phenomenal Family,2004
0316346624,Malcolm Gladwell,58,The Tipping Point: How Little Things Can Make a Big Difference,2004
0767908171,Bill Bryson,59,A Short History of Nearly Everything,2004
0060740450,Gabriel Garcia…,60,One Hundred Years of Solitude (Oprah's Book Club),2004
1595620036,Tom Rath,61,How Full Is Your Bucket?,2004
0743486226,Dan Brown,62,Angels & Demons,2004
0374281580,Tom Wolfe,63,I Am Charlotte Simmons: A Novel,2004
0375508589,Robert Kurson,64,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,2004
015602943X,Audrey Niffenegger,65,The Time Traveler's Wife,2004
0805073396,Thomas Frank,66,What's the Matter with Kansas? How Conservatives Won the Heart of America,2004
0440136482,Michael Baigent,67,"Holy Blood, Holy Grail",2004
0375411089,Carl Hiaasen,68,Skinny Dip,2004
1580420818,Doyle 'Texas Dolly'…,69,Doyle Brunson's Super System,2004
0066214130,Michael Crichton,70,State of Fear,2004
0688123163,Ken Blanchard,71,Raving Fans: A Revolutionary Approach To Customer Service,2004
1574888498,Michael Scheuer,72,Imperial Hubris: Why the West is Losing the War on Terror,2004
031600023X,John W. Dean,73,Worse Than Watergate: The Secret Presidency of George W. Bush,2004
0874477050,The College Board,74,"10 Real SATs, Third Edition",2004
0060582510,Sean Hannity,75,"Deliver Us from Evil: Defeating Terrorism, Despotism, and Liberalism",2004
0312289723,Janet Evanovich,76,Ten Big Ones (Stephanie Plum Novels),2004
1400054184,Ann Coulter,77,How to Talk to a Liberal (If You Must): The World According to Ann Coulter,2004
0375412883,Brian Greene,78,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",2004
1881273156,Gary Chapman,79,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,2004
0670032646,Kevin Phillips,80,"American Dynasty: Aristocracy, Fortune, and the Politics of Deceit in the House of Bush",2004
1400040310,Joseph J. Ellis,81,His Excellency: George Washington,2004
043935806X,J. K. Rowling,82,Harry Potter and the Order of the Phoenix (Book 5),2004
0761121323,Heidi Murkoff,83,What to Expect When You're Expecting,2004
0525947647,Al Franken,84,Lies and the Lying Liars Who Tell Them,2004
0609607219,Suzanne Somers,85,"The Sexy Years: Discover the Hormone Connection--The Secret to Fabulous Sex, Great Health, and Vitality, for Women and Men",2004
1401352081,Tim Russert,86,"Big Russ and Me, Father and Son: Lessons of Life",2004
1878424319,Don Miguel Ruiz,87,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2004
068985658X,Karen Katz,88,Counting Kisses: A Kiss & Read Book,2004
0618374086,Ruth Reichl,89,The Gourmet Cookbook: More than 1000 recipes,2004
0679805273,Dr. Seuss,90,"Oh, the Places You'll Go!  ",2004
0399152199,Patricia Cornwell,91,Trace: A Scarpetta Novel,2004
1400061849,Tony Hendra,92,Father Joe: The Man Who Saved My Soul,2004
0071401946,Kerry Patterson,93,Crucial Conversations: Tools for Talking When Stakes Are High,2004
0446532754,Joel Osteen,94,Your Best Life Now: 7 Steps to Living at Your Full Potential,2004
1579549985,David Zinczenko,95,The Abs Diet: The Six-Week Plan to Flatten Your Stomach and Keep You Lean for Life,2004
0694003611,Margaret Wise Brown,96,Goodnight Moon,2004
1400049350,Ina Garten,97,Barefoot in Paris: Easy French Food You Can Make at Home,2004
0842332359,Jerry B. Jenkins,98,Glorious Appearing: The End of Days (Left Behind #12),2004
0316710598,James Patterson,99,London Bridges (Alex Cross Novel),2004
1401301347,George Carlin,100,When Will Jesus Bring the Pork Chops?,2004
0439784549,J. K. Rowling,1,Harry Potter and the Half-Blood Prince (Book 6),2005
0374292884,Thomas L. Friedman,2,The World Is Flat: A Brief History of the Twenty-first Century,2005
006073132X,Steven D. Levitt,3,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,2005
0066620996,Jim Collins,4,Good to Great: Why Some Companies Make the Leap and Others Don't,2005
0060765313,Michael F. Roizen,5,YOU: The Owner's Manual,2005
1594480001,Khaled Hosseini,6,The Kite Runner,2005
0307276902,James Frey,7,A Million Little Pieces,2005
0316172324,Malcolm Gladwell,8,Blink: The Power of Thinking Without Thinking,2005
0743226712,David McCullough,9,1776,2005
0743201140,Marcus Buckingham,10,"Now, Discover Your Strengths",2005
0064471195,C. S. Lewis,11,The Chronicles of Narnia Boxed Set,2005
0316346624,Malcolm Gladwell,12,The Tipping Point: How Little Things Can Make a Big Difference,2005
0310205719,Rick Warren,13,The Purpose Driven Life,2005
0060753943,Jack Welch,14,Winning,2005
0385504209,Dan Brown,15,The Da Vinci Code,2005
0787960756,Patrick Lencioni,16,The Five Dysfunctions of a Team: A Leadership Fable,2005
0874477182,The College Board,17,The Official SAT Study Guide: For the New SAT,2005
037582670X,Christopher Paolini,18,"Eldest (Inheritance, Book 2)",2005
0670033375,Jared Diamond,19,Collapse: How Societies Choose to Fail or Succeed,2005
1400032717,Mark Haddon,20,The Curious Incident of the Dog in the Night-Time,2005
1400042127,Mireille Guiliano,21,French Women Don't Get Fat: The Secret of Eating for Pleasure,2005
0399144463,Spencer Johnson,22,Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life,2005
0060763280,T. Harv Eker,23,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,2005
0446532681,Jon Stewart,24,America (The Book): A Citizen's Guide to Democracy Inaction,2005
140004314X,Joan Didion,25,The Year of Magical Thinking,2005
0691122946,Harry G. Frankfurt,26,On Bullshit,2005
1400082315,Mark Leyner,27,Why Do Men Have Nipples? Hundreds of Questions You'd Only Ask a Doctor After Your Third Martini,2005
0684824906,Doris Kearns Goodwin,28,Team of Rivals: The Political Genius of Abraham Lincoln,2005
1400052580,Giada De Laurentiis,29,Everyday Italian: 125 Simple and Delicious Recipes,2005
0316011770,Elizabeth Kostova,30,The Historian,2005
1400082544,Rachael Ray,31,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),2005
0670033944,Sue Monk Kidd,32,The Mermaid Chair: A Novel,2005
0060558288,Jim Wallis,33,God's Politics: Why the Right Gets It Wrong and the Left Doesn't Get It,2005
0446677450,Robert T. Kiyosaki,34,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",2005
0743269519,Stephen R. Covey,35,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2005
0385510454,John Grisham,36,The Broker: A Novel,2005
0609610570,Larry Bossidy,37,Execution: The Discipline of Getting Things Done,2005
0671027360,Dan Brown,38,Angels & Demons,2005
0975599518,Kevin Trudeau,39,"Natural Cures ""They"" Don't Want You To Know About",2005
020530902X,William Strunk Jr.,40,"The Elements of Style, Fourth Edition",2005
015602943X,Audrey Niffenegger,41,The Time Traveler's Wife,2005
0671723650,Dale Carnegie,42,How to Win Friends & Influence People,2005
0446532754,Joel Osteen,43,Your Best Life Now: 7 Steps to Living at Your Full Potential,2005
1400082536,Rachael Ray,44,30-Minute Get Real Meals,2005
1579546463,Arthur Agatston,45,"THE SOUTH BEACH DIET The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",2005
0142001740,Sue Monk Kidd,46,The Secret Life of Bees,2005
0140157352,Roger Fisher,47,Getting to Yes: Negotiating Agreement Without Giving In,2005
0439682584,J.K. Rowling,48,Harry Potter Boxset Pb 1-5,2005
1595620036,Tom Rath,49,How Full Is Your Bucket?,2005
0743284577,Jimmy Carter,50,Our Endangered Values: America's Moral Crisis,2005
0393317552,Jared M. Diamond,51,"Guns, Germs, and Steel: The Fates of Human Societies",2005
0714845310,Phaidon Press,52,The Silver Spoon,2005
0740748475,Bill Watterson,53,The Complete Calvin and Hobbes [Box Set],2005
0786866020,Stephen C. Lundin,54,Fish: A Proven Way to Boost Morale and Improve Results,2005
0060987103,Gregory Maguire,55,Wicked: The Life and Times of the Wicked Witch of the West,2005
068987474X,Greg Behrendt,56,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,2005
1881273156,Gary Chapman,57,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,2005
0786868716,Mitch Albom,58,The Five People You Meet In Heaven,2005
0743243773,Frank McCourt,59,Teacher Man: A Memoir (The Frank McCourt Memoirs),2005
1885167601,Jeffrey Gitomer,60,Little Red Book of Selling: 12.5 Principles of Sales Greatness,2005
0743224892,James J. Cramer,61,Jim Cramer's Real Money: Sane Investing in an Insane World,2005
0684852861,Marcus Buckingham,62,"First, Break All the Rules: What the World's Greatest Managers Do Differently",2005
0374153892,Marilynne Robinson,63,Gilead: A Novel,2005
1573222976,Suze Orman,64,"The Money Book for the Young, Fabulous & Broke",2005
0060875410,Neal Boortz,65,The FairTax Book,2005
0312873077,Robert Jordan,66,"Knife of Dreams (The Wheel of Time, Book 11)",2005
0761104844,Patricia Schultz,67,"1,000 Places to See Before You Die: A Traveler's Life List",2005
0142000280,David Allen,68,Getting Things Done: The Art of Stress-Free Productivity,2005
0761121323,Heidi Murkoff,69,What to Expect When You're Expecting,2005
1573223158,James Frey,70,My Friend Leonard,2005
0385324162,Diana Gabaldon,71,A Breath of Snow and Ashes (Outlander),2005
0763622281,Robert Sabuda,72,Encyclopedia Prehistorica Dinosaurs : The Definitive Pop-Up,2005
1878424319,Don Miguel Ruiz,73,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2005
0375725601,Erik Larson,74,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",2005
0688123163,Ken Blanchard,75,Raving Fans: A Revolutionary Approach To Customer Service,2005
0071401946,Kerry Patterson,76,Crucial Conversations: Tools for Talking When Stakes Are High,2005
0785263705,Donald Miller,77,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,2005
0307283658,J.K. Rowling,78,Harry Potter and the Half-Blood Prince (Book 6),2005
1579549578,Arthur Agatston,79,The South Beach Diet Cookbook,2005
1880685337,Dan Harrington,80,"Harrington on Hold 'em Expert Strategy for No Limit Tournaments, Vol. 1: Strategic Play",2005
0684846659,Stephen R. Covey,81,The 8th Habit: From Effectiveness to Greatness,2005
0385729359,Ann Brashares,82,Girls in Pants: The Third Summer of the Sisterhood,2005
1931498717,George Lakoff,83,Don't Think of an Elephant!: Know Your Values and Frame the Debate--The Essential Guide for Progressives,2005
0895260506,Mark R. Levin,84,Men in Black: How the Supreme Court Is Destroying America,2005
1557987912,American…,85,Publication Manual of the American Psychological Association,2005
0060761288,Bernard Goldberg,86,100 People Who Are Screwing Up America (And Al Franken Is #37),2005
097559950X,Kevin Trudeau,87,"Natural Cures ""They"" Don't Want You to Know About",2005
0312306261,Janet Evanovich,88,Eleven on Top,2005
031615976X,James Patterson,89,"Mary, Mary",2005
0694003611,Margaret Wise Brown,90,Goodnight Moon,2005
1579549985,David Zinczenko,91,The Abs Diet: The Six-Week Plan to Flatten Your Stomach and Keep You Lean for Life,2005
1592400876,Lynne Truss,92,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",2005
0679805273,Dr. Seuss,93,"Oh, the Places You'll Go!  ",2005
1591396190,W. Chan Kim,94,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,2005
0064410153,Lemony Snicket,95,"The Penultimate Peril (A Series of Unfortunate Events, Book 12)",2005
0156027321,Yann Martel,96,Life of Pi,2005
0689853637,Robert Sabuda,97,Winter's Tale,2005
0385511809,Ian McEwan,98,Saturday: A novel,2005
1576753018,John Perkins,99,Confessions of an Economic Hit Man,2005
0887307280,Michael E. Gerber,100,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,2005
0066620996,Jim Collins,1,Good to Great: Why Some Companies Make the Leap and Others Don't,2006
0743201140,Marcus Buckingham,2,"Now, Discover Your Strengths",2006
0977326403,Jim Collins,3,Good to Great and the Social Sectors: Why Business Thinking is Not the Answer,2006
0374292795,Thomas L. Friedman,4,The World Is Flat [Updated and Expanded]: A Brief History of the Twenty-first Century,2006
